baths,beds,city,latitude,longitude,price,sale_date,sq__ft,state,street,type,zip,n_price,s_price,n_sq__ft,s_sq__ft
3,3,ELK GROVE,38.398609,-121.450148,335750.0,Wed May 21 00:00:00 EDT 2008,2725,CA,4620 WELERA WAY,Residential,95757,0.3783788985767159,0.7323857705199087,0.4680522157334249,1.652993557073383
3,4,ELK GROVE,38.403492,-121.430224,335750.0,Wed May 21 00:00:00 EDT 2008,2354,CA,9723 TERRAPIN CT,Residential,95757,0.3783788985767159,0.7323857705199087,0.4043284094812779,1.2180826323275267
0,0,SACRAMENTO,38.602416,-121.542965,339500.0,Wed May 21 00:00:00 EDT 2008,0,CA,2115 SMOKESTACK WAY,Residential,95833,0.38262463500819144,0.7594807392698643,0.0,-1.5414330465181494
2,3,FOLSOM,38.68479,-121.149199,344250.0,Wed May 21 00:00:00 EDT 2008,2185,CA,100 REBECCA WAY,Residential,95630,0.38800256782139375,0.7938010330198081,0.3753005839917554,1.0199695695726756
2,4,ELK GROVE,38.41333,-121.404999,346210.0,Wed May 21 00:00:00 EDT 2008,1801,CA,9488 OAK VILLAGE WAY,Residential,95758,0.3902216727295783,0.8079626700197848,0.30934386808656816,0.5698191784610616
3,3,SACRAMENTO,38.448507,-121.421346,347029.0,Wed May 21 00:00:00 EDT 2008,1961,CA,8495 DARTFORD DR,Residential,95823,0.39114894156621255,0.8138802111947752,0.3368258330470629,0.757381841424234
2,4,ELK GROVE,38.380635,-121.425538,347650.0,Wed May 21 00:00:00 EDT 2008,3134,CA,6708 PONTA DO SOL WAY,Residential,95757,0.3918520355192649,0.8183671380197678,0.5383029886636894,2.132450614272993
3,4,SACRAMENTO,38.46534000000001,-121.457519,351300.0,Wed May 21 00:00:00 EDT 2008,1915,CA,4143 SEA MEADOW WAY,Residential,95823,0.39598455231256774,0.8447395742697246,0.32892476812092064,0.7034575758223219
2,3,EL DORADO HILLS,38.691299,-121.081752,352000.0,Wed May 21 00:00:00 EDT 2008,0,CA,3020 RICHARDSON CIR,Residential,95762,0.3967770897797765,0.8497973017697162,0.0,-1.5414330465181494
0,0,SACRAMENTO,38.4772,-121.5215,370000.0,Wed May 21 00:00:00 EDT 2008,0,CA,8082 LINDA ISLE LN,Residential,95831,0.41715662465085895,0.9798531517695032,0.0,-1.5414330465181494
3,4,RANCHO MURIETA,38.4874,-121.075129,370500.0,Wed May 21 00:00:00 EDT 2008,2734,CA,15300 MURIETA SOUTH PKWY,Residential,95683,0.41772272284172235,0.9834658142694972,0.46959807626245276,1.6635439568650614
2,3,WILTON,38.35062,-121.228349,372000.0,Wed May 21 00:00:00 EDT 2008,2110,CA,11215 SHARRMONT CT,Residential,95693,0.41942101741431254,0.9943038017694795,0.36241841291652355,0.9320495713086885
3,5,ELK GROVE,38.4019,-121.420388,375000.0,Wed May 21 00:00:00 EDT 2008,3164,CA,7105 DANBERG WAY,Residential,95757,0.42281760655949296,1.015979776769444,0.5434558570937822,2.1676186135785875
3,5,SACRAMENTO,38.677126,-121.500519,381300.0,Wed May 21 00:00:00 EDT 2008,3599,CA,5579 JERRY LITELL WAY,Residential,95835,0.4299504437643718,1.0614993242693693,0.618172449330127,2.677554603509713
2,4,SACRAMENTO,38.509819,-121.519661,381942.0,Wed May 21 00:00:00 EDT 2008,2054,CA,1050 FOXHALL WAY,Residential,95831,0.4306773138414404,1.0661379829193618,0.3527997251803504,0.8664026392715781
2,4,ANTELOPE,38.709873,-121.339472,387731.0,Wed May 21 00:00:00 EDT 2008,1830,CA,7837 ABBINGTON WAY,Residential,95843,0.4372315986952569,1.1079653893442933,0.31432497423565786,0.6038149111231366
3,3,SACRAMENTO,38.58355,-121.487289,391000.0,Wed May 21 00:00:00 EDT 2008,1627,CA,1300 F ST,Residential,95814,0.4409327486671218,1.1315849767692545,0.27945723119203025,0.3658447824886114
3,4,ELK GROVE,38.408351,-121.423925,394470.0,Wed May 21 00:00:00 EDT 2008,3440,CA,6801 RAWLEY WAY,Residential,95757,0.44486147011171384,1.1566568545192135,0.5908622466506355,2.49116420719006
2,3,GREENWOOD,38.945357,-120.908822,395000.0,Wed May 21 00:00:00 EDT 2008,2846,CA,1693 SHELTER COVE DR,Residential,95635,0.445461534194029,1.1604862767692072,0.48883545173479903,1.7948378209392821
3,4,ELK GROVE,38.450829,-121.349928,400186.0,Wed May 21 00:00:00 EDT 2008,2359,CA,9361 WADDELL LN,Residential,95624,0.45133310462966425,1.1979568122191457,0.4051872208862934,1.2239439655451259
3,3,SACRAMENTO,38.487885,-121.545947,415000.0,Wed May 21 00:00:00 EDT 2008,2052,CA,10 SEA FOAM CT,Residential,95831,0.4681054618285651,1.3049927767689704,0.3524562006183442,0.8640581059845385
3,5,ELK GROVE,38.385638,-121.422616,425000.0,Wed May 21 00:00:00 EDT 2008,3433,CA,6945 RIO TEJO WAY,Residential,95757,0.4794274256458331,1.377246026768852,0.5896599106836139,2.4829583406854216
3,5,RANCHO CORDOVA,38.550617,-121.23526,430000.0,Wed May 21 00:00:00 EDT 2008,3615,CA,4186 TULIP PARK WAY,Residential,95742,0.48508840755446714,1.4133726517687928,0.6209206458261766,2.6963108698060303
0,0,ELK GROVE,38.420338,-121.363757,445000.0,Wed May 21 00:00:00 EDT 2008,0,CA,9278 DAIRY CT,Residential,95624,0.5020713532803692,1.5217525267686152,0.0,-1.5414330465181494
3,5,FOLSOM,38.646273,-121.175322,460000.0,Wed May 21 00:00:00 EDT 2008,2687,CA,207 ORANGE BLOSSOM CIR Unit C,Residential,95630,0.5190542990062712,1.6301324017684375,0.46152524905530745,1.6084474246196294
3,4,ELK GROVE,38.38253,-121.428007,461000.0,Wed May 21 00:00:00 EDT 2008,2724,CA,6507 RIO DE ONAR WAY,Residential,95757,0.520186495387998,1.6373577267684256,0.46788045345242185,1.651821290429863
3,4,ELK GROVE,38.406421,-121.422081,489332.0,Wed May 21 00:00:00 EDT 2008,3440,CA,7004 RAWLEY WAY,Residential,95757,0.5522638832750818,1.8420656346680904,0.5908622466506355,2.49116420719006
4,5,ELK GROVE,38.38253,-121.428038,510000.0,Wed May 21 00:00:00 EDT 2008,3508,CA,6503 RIO DE ONAR WAY,Residential,95757,0.5756641180926114,1.9913986517678453,0.6025420817588457,2.5708783389494085
2,4,FOLSOM,38.655167,-121.090178,539000.0,Wed May 21 00:00:00 EDT 2008,2462,CA,2217 APPALOOSA CT,Residential,95630,0.6084978131626887,2.200933076767502,0.42287873582961183,1.344687429827668
0,0,FOLSOM,38.670947,-121.097727,585000.0,Wed May 21 00:00:00 EDT 2008,0,CA,868 HILDEBRAND CIR,Residential,95630,0.6605788467221216,2.5332980267669574,0.0,-1.5414330465181494
3,4,EL DORADO HILLS,38.672761,-121.050378,600000.0,Wed May 21 00:00:00 EDT 2008,0,CA,6030 PALERMO WAY,Residential,95762,0.6775617924480237,2.6416779017667795,0.0,-1.5414330465181494
3,4,EL DORADO HILLS,38.666807,-121.06483,606238.0,Wed May 21 00:00:00 EDT 2008,0,CA,4070 REDONDO DR,Residential,95762,0.6846244334772355,2.6867494791167057,0.0,-1.5414330465181494
3,3,SACRAMENTO,38.591618,-121.370626,660000.0,Wed May 21 00:00:00 EDT 2008,2325,CA,4004 CRESTA WAY,Residential,95864,0.7454935753516319,3.0751974017660695,0.39934730333218826,1.1840868996654517
5,6,EL DORADO HILLS,38.669931,-121.05958,830000.0,Wed May 21 00:00:00 EDT 2008,0,CA,315 JUMEL CT,Residential,95762,0.9379669602451884,4.303502651764057,0.0,-1.5414330465181494
1,2,CITRUS HEIGHTS,38.680923,-121.313945,69000.0,Tue May 20 00:00:00 EDT 2008,795,CA,6272 LONGFORD DR Unit 1,Condo,95621,0.07636551375109116,-1.194969673226933,0.13655101339745793,-0.6094810649198857
2,4,SACRAMENTO,38.554967,-121.468046,70000.0,Tue May 20 00:00:00 EDT 2008,1099,CA,3432 Y ST,Residential,95817,0.07749771013281796,-1.1877443482269447,0.1887667468223978,-0.25311200528985794
1,2,ELK GROVE,38.40573,-121.369832,71000.0,Tue May 20 00:00:00 EDT 2008,840,CA,9512 EMERALD PARK DR Unit 3,Condo,95624,0.07862990651454477,-1.1805190232269567,0.14428031604259706,-0.5567290659614935
1,2,SACRAMENTO,38.624678,-121.439203,78000.0,Tue May 20 00:00:00 EDT 2008,800,CA,3132 CLAY ST,Residential,95815,0.08655528118663239,-1.1299417482270395,0.13740982480247338,-0.6036197317022867
1,2,SACRAMENTO,38.518044,-121.443555,78400.0,Tue May 20 00:00:00 EDT 2008,746,CA,5221 38TH AVE,Residential,95824,0.0870081597393231,-1.1270516182270442,0.12813466162830642,-0.6669221304523574
1,3,SACRAMENTO,38.515125,-121.480416,80000.0,Tue May 20 00:00:00 EDT 2008,1067,CA,6112 HERMOSA ST,Residential,95822,0.08881967395008598,-1.1154910982270632,0.18327035383029885,-0.2906245378824925
2,4,SACRAMENTO,38.62357100000001,-121.454884,89000.0,Tue May 20 00:00:00 EDT 2008,1316,CA,483 ARCADE BLVD,Residential,95815,0.09900944138562721,-1.0504631732271699,0.2260391618000687,0.0012698563539448
1,3,SACRAMENTO,38.622953,-121.450142,90000.0,Tue May 20 00:00:00 EDT 2008,1337,CA,671 SONOMA AVE,Residential,95815,0.10014163776735402,-1.0432378482271816,0.22964616970113363,0.025887455867861196
1,2,SACRAMENTO,38.518373,-121.411779,90000.0,Tue May 20 00:00:00 EDT 2008,868,CA,5980 79TH ST,Residential,95824,0.10014163776735402,-1.0432378482271816,0.14908965991068363,-0.5239055999429383
1,3,SACRAMENTO,38.51055,-121.414768,92000.0,Tue May 20 00:00:00 EDT 2008,924,CA,7607 ELDER CREEK RD,Residential,95824,0.10240603053080763,-1.0287871982272052,0.15870834764685676,-0.4582586679058279
1,2,SACRAMENTO,38.53942,-121.446894,93675.0,Tue May 20 00:00:00 EDT 2008,610,CA,5028 14TH AVE,Residential,95820,0.10430245947020003,-1.016684778852225,0.10477499141188595,-0.826350393971054
0,0,RANCHO MURIETA,38.492287,-121.100032,97750.0,Tue May 20 00:00:00 EDT 2008,0,CA,14788 NATCHEZ CT,Residential,95683,0.10891615972573675,-0.9872415794772734,0.0,-1.5414330465181494
1,2,SACRAMENTO,38.621998,-121.442238,98000.0,Tue May 20 00:00:00 EDT 2008,1220,CA,1069 ACACIA AVE,Residential,95815,0.10919920882116844,-0.9854352482272764,0.2095499828237719,-0.11126774142395872
1,1,ELK GROVE,38.423251,-121.444489,98000.0,Tue May 20 00:00:00 EDT 2008,722,CA,5201 LAGUNA OAKS DR Unit 199,Condo,95758,0.10919920882116844,-0.9854352482272764,0.12401236688423223,-0.6950565298968332
1,3,SACRAMENTO,38.588672,-121.373916,99000.0,Tue May 20 00:00:00 EDT 2008,1643,CA,3847 LAS PASAS WAY,Residential,95864,0.11033140520289525,-0.9782099232272882,0.2822054276880797,0.3846010487849287
1,1,ELK GROVE,38.423251,-121.444489,100000.0,Tue May 20 00:00:00 EDT 2008,722,CA,5201 LAGUNA OAKS DR Unit 172,Condo,95758,0.11146360158462205,-0.9709845982273,0.12401236688423223,-0.6950565298968332
1,3,GALT,38.241514,-121.312199,106716.0,Tue May 20 00:00:00 EDT 2008,1080,CA,1121 CREEKSIDE WAY,Residential,95632,0.11906743248429927,-0.9224593155273795,0.18550326348333906,-0.2753850715167347
1,3,SACRAMENTO,38.52712,-121.435348,111000.0,Tue May 20 00:00:00 EDT 2008,1039,CA,5307 CABRILLO WAY,Residential,95820,0.1239177617836169,-0.8915060232274302,0.17846100996221229,-0.32344800390104766
1,3,NORTH HIGHLANDS,38.67895,-121.379406,111000.0,Tue May 20 00:00:00 EDT 2008,1051,CA,3725 DON JULIO BLVD,Residential,95660,0.1239177617836169,-0.8915060232274302,0.1805221573342494,-0.3093808041788097
2,2,SACRAMENTO,38.682279,-121.352817,114800.0,Tue May 20 00:00:00 EDT 2008,967,CA,4803 MCCLOUD DR,Residential,95842,0.12822010803417874,-0.8640497882274752,0.1660941257299897,-0.4078512022344753
1,3,RANCHO CORDOVA,38.587156,-121.295778,120108.0,Tue May 20 00:00:00 EDT 2008,1098,CA,10542 SILVERWOOD WAY,Residential,95670,0.1342298064283846,-0.8256977631275381,0.1885949845413947,-0.25428427193337777
1,3,SACRAMENTO,38.518942,-121.430158,123225.0,Tue May 20 00:00:00 EDT 2008,1050,CA,6318 39TH AVE,Residential,95824,0.13775886255022707,-0.803176425102575,0.18035039505324632,-0.3105530708223295
2,3,SACRAMENTO,38.636565,-121.460383,123750.0,Tue May 20 00:00:00 EDT 2008,1110,CA,211 MCDANIEL CIR,Residential,95838,0.13835326565063363,-0.7993831294775812,0.1906561319134318,-0.24021707221113983
1,3,NORTH HIGHLANDS,38.650445,-121.374861,125000.0,Tue May 20 00:00:00 EDT 2008,888,CA,3800 LYNHURST WAY,Residential,95660,0.13976851112779215,-0.790351473227596,0.15252490553074544,-0.5004602670725418
2,3,SACRAMENTO,38.514665,-121.480411,125000.0,Tue May 20 00:00:00 EDT 2008,1120,CA,6139 HERMOSA ST,Residential,95822,0.13976851112779215,-0.790351473227596,0.19237375472346271,-0.22849440577594154
2,3,ELVERTA,38.717976,-121.407684,126000.0,Tue May 20 00:00:00 EDT 2008,1080,CA,2505 RHINE WAY,Residential,95626,0.14090070750951894,-0.7831261482276078,0.18550326348333906,-0.2753850715167347
1,3,NORTH HIGHLANDS,38.66654000000001,-121.378298,129000.0,Tue May 20 00:00:00 EDT 2008,957,CA,3692 PAYNE WAY,Residential,95660,0.14429729665469934,-0.7614501732276434,0.16437650291995878,-0.41957386866967356
1,2,SACRAMENTO,38.637678,-121.452476,134000.0,Tue May 20 00:00:00 EDT 2008,952,CA,604 MORRISON AVE,Residential,95838,0.14995827856333338,-0.7253235482277026,0.16351769151494333,-0.42543520188727274
2,3,SACRAMENTO,38.658478,-121.450409,135000.0,Tue May 20 00:00:00 EDT 2008,1211,CA,648 SANTA ANA AVE,Residential,95838,0.15109047494506017,-0.7180982232277144,0.20800412229474408,-0.12181814121563718
2,3,SACRAMENTO,38.61779,-121.436765,135500.0,Tue May 20 00:00:00 EDT 2008,1264,CA,14 ASHLEY OAKS CT,Residential,95815,0.15165657313592357,-0.7144855607277203,0.21710752318790794,-0.059688009109086275
1,3,SACRAMENTO,38.623817,-121.477827,140000.0,Tue May 20 00:00:00 EDT 2008,1080,CA,3174 NORTHVIEW DR,Residential,95833,0.15675145685369418,-0.6819715982277736,0.18550326348333906,-0.2753850715167347
2,3,GALT,38.270617,-121.299205,140000.0,Tue May 20 00:00:00 EDT 2008,1266,CA,840 TRANQUIL LN,Residential,95632,0.15675145685369418,-0.6819715982277736,0.2174510477499141,-0.057343475822046616
2,2,FAIR OAKS,38.662785,-121.276272,142500.0,Tue May 20 00:00:00 EDT 2008,994,CA,5333 PRIMROSE DR Unit 19A,Condo,95628,0.1595819478080112,-0.6639082857278032,0.17073170731707318,-0.37620000285943994
2,3,SACRAMENTO,38.631056,-121.48508,143500.0,Tue May 20 00:00:00 EDT 2008,1202,CA,1035 MILLET WAY,Residential,95834,0.160714144189738,-0.6566829607278151,0.20645826176571624,-0.13236854100731563
0,0,ELK GROVE,38.423251,-121.444489,145000.0,Tue May 20 00:00:00 EDT 2008,0,CA,5201 LAGUNA OAKS DR Unit 126,Condo,95758,0.1624124387623282,-0.6458449732278329,0.0,-1.5414330465181494
1,2,SACRAMENTO,38.532727,-121.470783,145000.0,Tue May 20 00:00:00 EDT 2008,722,CA,3328 22ND AVE,Residential,95820,0.1624124387623282,-0.6458449732278329,0.12401236688423223,-0.6950565298968332
2,4,SACRAMENTO,38.488623,-121.410582,145000.0,Tue May 20 00:00:00 EDT 2008,1448,CA,8001 HARTWICK WAY,Residential,95828,0.1624124387623282,-0.6458449732278329,0.2487117828924768,0.15600905329856216
2,3,SACRAMENTO,38.488611,-121.412808,145000.0,Tue May 20 00:00:00 EDT 2008,1188,CA,7812 HARTWICK WAY,Residential,95828,0.1624124387623282,-0.6458449732278329,0.20405358983167296,-0.14878027401659322
2,4,NORTH HIGHLANDS,38.692915,-121.367497,146000.0,Tue May 20 00:00:00 EDT 2008,1183,CA,4207 PAINTER WAY,Residential,95660,0.163544635144055,-0.6386196482278447,0.2031947784266575,-0.15464160723419237
1,3,SACRAMENTO,38.487444,-121.491366,148500.0,Tue May 20 00:00:00 EDT 2008,1320,CA,7458 WINKLEY WAY,Residential,95822,0.16637512609837202,-0.6205563357278743,0.22672621092408107,0.0059589229280241135
2,3,SACRAMENTO,38.473288,-121.3963,149000.0,Tue May 20 00:00:00 EDT 2008,1117,CA,8354 SUNRISE WOODS WAY,Residential,95828,0.1669412242892354,-0.6169436732278801,0.19185846788045346,-0.23201120570650105
2,3,SACRAMENTO,38.482876,-121.405912,150000.0,Tue May 20 00:00:00 EDT 2008,1364,CA,8116 COTTONMILL CIR,Residential,95828,0.16807342067096223,-0.6097183482278921,0.2342837512882171,0.05753865524289656
2,4,SACRAMENTO,38.484834,-121.449316,150000.0,Tue May 20 00:00:00 EDT 2008,1310,CA,4660 CEDARWOOD WAY,Residential,95823,0.16807342067096223,-0.6097183482278921,0.22500858811405017,-0.00576374350717417
2,2,ELK GROVE,38.420138,-121.412179,152000.0,Tue May 20 00:00:00 EDT 2008,1006,CA,9254 HARROGATE WAY,Residential,95758,0.1703378134344158,-0.5952676982279157,0.17279285468911026,-0.362132803137202
2,3,CITRUS HEIGHTS,38.693724,-121.307169,156000.0,Tue May 20 00:00:00 EDT 2008,1104,CA,6716 TAREYTON WAY,Residential,95621,0.17486659896132303,-0.5663663982279631,0.18962555822741325,-0.24725067207225881
1,2,SACRAMENTO,38.609982,-121.419263,156000.0,Tue May 20 00:00:00 EDT 2008,810,CA,2028 ROBERT WAY,Residential,95825,0.17486659896132303,-0.5663663982279631,0.13912744761250428,-0.5918970652670883
2,2,ELK GROVE,38.41875,-121.370019,156000.0,Tue May 20 00:00:00 EDT 2008,1123,CA,9346 AIZENBERG CIR,Residential,95624,0.17486659896132303,-0.5663663982279631,0.192889041566472,-0.22497760584538207
1,2,SACRAMENTO,38.67273,-121.359645,157788.0,Tue May 20 00:00:00 EDT 2008,904,CA,4524 LOCH HAVEN WAY,Residential,95842,0.17689096609185057,-0.5534475171279842,0.15527310202679492,-0.4817040007762245
2,3,CITRUS HEIGHTS,38.72065300000001,-121.302241,161653.0,Tue May 20 00:00:00 EDT 2008,1156,CA,7140 BLUE SPRINGS WAY,Residential,95621,0.18126690510722465,-0.52552163600303,0.19855719683957404,-0.18629280660922773
1,2,SACRAMENTO,38.54196500000001,-121.452132,161829.0,Tue May 20 00:00:00 EDT 2008,1321,CA,4631 11TH AVE,Residential,95820,0.18146617167040857,-0.524249978803032,0.22689797320508417,0.007131189571543942
2,3,ANTELOPE,38.715346,-121.388163,165000.0,Tue May 20 00:00:00 EDT 2008,1392,CA,3228 BAGGAN CT,Residential,95843,0.18505636639686426,-0.5013384732280696,0.23909309515630367,0.09036212126145175
2,3,SACRAMENTO,38.448288,-121.420719,168000.0,Tue May 20 00:00:00 EDT 2008,1439,CA,8515 DARTFORD DR,Residential,95823,0.1884529555420447,-0.47966249822810514,0.24716592236344898,0.1454586535068837
2,3,SACRAMENTO,38.69951,-121.35998899999998,169000.0,Tue May 20 00:00:00 EDT 2008,1159,CA,4500 TIPPWOOD WAY,Residential,95842,0.18958515192377148,-0.47243717322811696,0.19907248368258332,-0.18277600667866825
2,3,RANCHO CORDOVA,38.59147700000001,-121.31534,175000.0,Tue May 20 00:00:00 EDT 2008,1671,CA,2460 EL ROCCO WAY,Residential,95670,0.1963783302141323,-0.42908522322818804,0.2870147715561663,0.41742451480348386
2,3,SACRAMENTO,38.457654,-121.431381,176250.0,Tue May 20 00:00:00 EDT 2008,1740,CA,8244 SUNBIRD WAY,Residential,95823,0.1977935756912908,-0.42005356697820284,0.2988663689453796,0.498310913206352
2,3,SACRAMENTO,38.461283,-121.434322,179000.0,Tue May 20 00:00:00 EDT 2008,1265,CA,5841 VALLEY VALE WAY,Residential,95823,0.2009071157410395,-0.40018392322823537,0.21727928546891104,-0.05851574246556645
2,2,ANTELOPE,38.710889,-121.358876,180000.0,Tue May 20 00:00:00 EDT 2008,1007,CA,7863 CRESTLEIGH CT,Residential,95843,0.20203931212276632,-0.3929585982282472,0.17296461697011337,-0.36096053649368215
2,3,ELK GROVE,38.417649,-121.420294,180400.0,Tue May 20 00:00:00 EDT 2008,1716,CA,7129 SPRINGMONT DR,Residential,95758,0.20249219067545704,-0.390068468228252,0.2947440742013054,0.47017651376187614
2,4,ELK GROVE,38.417182,-121.397231,182000.0,Tue May 20 00:00:00 EDT 2008,1685,CA,8284 RED FOX WAY,Residential,95758,0.20430370488621993,-0.3785079482282709,0.28941944349020954,0.4338362478127615
2,4,RANCHO CORDOVA,38.592383,-121.318669,184500.0,Tue May 20 00:00:00 EDT 2008,1829,CA,2219 EL CANTO CIR,Residential,95670,0.20713419584053694,-0.3604446357283005,0.31415321195465473,0.6026426444796168
2,3,ELK GROVE,38.435471,-121.441173,185000.0,Tue May 20 00:00:00 EDT 2008,1555,CA,8907 GEMWOOD WAY,Residential,95758,0.20770029403140033,-0.3568319732283064,0.2670903469598076,0.2814415841551838
2,4,CARMICHAEL,38.666564,-121.325717,189000.0,Tue May 20 00:00:00 EDT 2008,1120,CA,5925 MALEVILLE AVE,Residential,95608,0.21222907955830755,-0.3279306732283538,0.19237375472346271,-0.22849440577594154
2,3,CITRUS HEIGHTS,38.718693,-121.303619,194000.0,Tue May 20 00:00:00 EDT 2008,1137,CA,7031 CANEVALLEY CIR,Residential,95621,0.21789006146694156,-0.291804048228413,0.19529371350051528,-0.20856587283610448
1,3,SACRAMENTO,38.543697,-121.366683,195000.0,Tue May 20 00:00:00 EDT 2008,1174,CA,3949 WILDROSE WAY,Residential,95826,0.21902225784866836,-0.2845787232284248,0.20164891789762968,-0.16519200702587084
2,3,ANTELOPE,38.704407,-121.36113,200000.0,Tue May 20 00:00:00 EDT 2008,1393,CA,4437 MITCHUM CT,Residential,95843,0.2246832397573024,-0.24845209822848402,0.23926485743730677,0.09153438790497158
1,3,CAMERON PARK,38.694052,-120.995589,201000.0,Tue May 20 00:00:00 EDT 2008,0,CA,2778 KAWEAH CT,Residential,95682,0.22581543613902919,-0.24122677322849587,0.0,-1.5414330465181494
2,4,LINCOLN,38.879192,-121.309477,202500.0,Tue May 20 00:00:00 EDT 2008,0,CA,1636 ALLENWOOD CIR,Residential,95648,0.2275137307116194,-0.23038878572851362,0.0,-1.5414330465181494
2,3,SACRAMENTO,38.461296,-121.390858,205000.0,Tue May 20 00:00:00 EDT 2008,1289,CA,8151 QUAIL RIDGE CT,Residential,95828,0.2303442216659364,-0.21232547322854323,0.22140158021298523,-0.030381343021090565
2,4,SACRAMENTO,38.655887,-121.446119,205000.0,Tue May 20 00:00:00 EDT 2008,1799,CA,4899 WIND CREEK DR,Residential,95838,0.2303442216659364,-0.21232547322854323,0.309000343524562,0.5674746451740219
2,3,PLACERVILLE,38.74458,-120.794254,205000.0,Tue May 20 00:00:00 EDT 2008,0,CA,2370 BIG CANYON CREEK RD,Residential,95667,0.2303442216659364,-0.21232547322854323,0.0,-1.5414330465181494
3,4,SACRAMENTO,38.44325300000001,-121.431992,205000.0,Tue May 20 00:00:00 EDT 2008,1953,CA,6049 HAMBURG WAY,Residential,95823,0.2303442216659364,-0.21232547322854323,0.3354517347990381,0.7480037082760754
1,2,SACRAMENTO,38.536741,-121.42115,207000.0,Tue May 20 00:00:00 EDT 2008,723,CA,4232 71ST ST,Residential,95820,0.23260861442939001,-0.1978748232285669,0.12418412916523532,-0.6938842632533134
